Molecule Name,CDD Number,SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (×/÷),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LE avg IC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LLE
CVD-0013129,CDD-2385548,Fc1c(Cl)cccc1CSc1ccccc1NS(=O)(=O)c1cc(Cl)sc1Cl,2.23,2.23,,1,5.7,0.293,-1.13
CVD-0013126,CDD-948657,[O-][N+](=O)c1cnc(Sc2nnc(-c3ccco3)n2-c2ccc(OCc3ccccc3)cc2)s1,7.3,7.3,,1,5.1,0.218,-0.613
CVD-0013121,CDD-2385552,CC(C)Cn1cc(NC(=O)NCCc2c(C)noc2C)c2ccccc2c1=O,27.7,27.7,,1,4.6,0.228,2.74
CVD-0013118,CDD-2385571,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,29.6,29.6,,1,4.5,0.254,2.63
CVD-0013113,CDD-2385570,CC(CCc1ccco1)NC(=O)Nc1cn(C)c(=O)c2ccccc12,44.5,44.5,,1,4.4,0.244,2.71
CVD-0013109,CDD-2385591,N#Cc1ccc(CN2CCC(CC2)C2CCNC2)cc1,2.06,2.06,,1,5.7,0.398,3.55
CVD-0013103,CDD-2385594,CCOC(=O)c1cc(sc1NC(=O)Cc1csc(n1)-c1ccccc1)-c1ccccc1,4.66,4.66,,1,5.3,0.241,-1.38
CVD-0013098,CDD-207193,OC(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,1.78,1.78,,1,5.7,0.402,3.31
CVD-0013094,CDD-2385605,COC(=O)c1c(C)n(c2ccc(cc12)N(C(=O)c1ccco1)S(C)(=O)=O)S(C)(=O)=O,0.935,0.935,,1,6,0.281,5.66
CVD-0013093,CDD-1469004,Clc1cnc(nc1C(=O)NCc1ccc2OCOc2c1)S(=O)(=O)Cc1ccccc1,1.4,1.4,,1,5.9,0.273,3
CVD-0013091,CDD-2385606,CCOC(=O)c1c(C)n(c2ccc(cc12)N(C(=O)c1ccco1)S(C)(=O)=O)S(C)(=O)=O,0.282,0.282,,1,6.6,0.296,5.83
CVD-0013086,CDD-1155750,Fc1ccc(cc1)-c1nc(c(o1)S(=O)(=O)Cc1ccccc1F)S(=O)(=O)c1ccccc1,0.397,0.397,,1,6.4,0.28,1.82
CVD-0013084,,CN(C)c1ccc(cc1)N(Cc1ccn[nH]1)C(=O)Cn1nnc2ccccc12,15.9,15.9,,1,4.8,0.24,2.54
CVD-0013083,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nn(C(=O)OC(C)(C)C)c3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.156,< -0.907
CVD-0013081,,COc1ccc(cc1)-c1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)on1,81.5,71.5,1.2,2,4.1,0.176,-0.526
CVD-0013081,,COc1ccc(cc1)-c1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)on1,62.7,71.5,1.2,2,4.1,0.176,-0.526
CVD-0013080,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(OCc3ccccc3F)cc2)c1,(IC50 could not be calculated),,,,,,
CVD-0013078,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(no2)-c2ccc(Cl)cc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.175,< -1.43
CVD-0013076,,CCOC(=O)c1c(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)oc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.165,< -0.949
CVD-0013073,,COc1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)ccc1OC(F)F,> 99.5,> 99.5,,1,< 4.0,< 0.175,< -1.12
CVD-0013066,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(o2)C2CCCCC2)c1,20.6,20.6,,1,4.7,0.212,0.882
CVD-0013064,,Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,23.9,23.9,,1,4.6,0.249,1.65
CVD-0013059,CDD-2385631,CCC(=O)Nc1ccc(cc1)N(Cc1cscn1)C(=O)Cn1nnc2ccccc12,25,25,,1,4.6,0.215,2
CVD-0013058,,CN(C)c1ccc(cc1)N(Cc1cscn1)C(=O)Cn1nnc2ccccc12,4.85,4.85,,1,5.3,0.266,2.54
CVD-0013057,CDD-1200279,O=C1OC(=N\C1=C/c1ccc(s1)N1CCOCC1)c1cccs1,0.696,0.696,,1,6.2,0.375,2.44
CVD-0013045,,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCCCC1=O,39.4,39.4,,1,4.4,0.187,0.397
CVD-0013044,,COc1ccc(cc1)N(Cc1ccccc1)C(=O)Cc1c[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.200,< -0.573
CVD-0013043,,COc1ccc(cc1)C(Cc1cnn(C)c1)C(=O)Nc1c[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.467
CVD-0013042,,Clc1cccc(CC(C(=O)Nn2nnc3ccccc23)c2ccc(cc2)N2CCCCC2=O)c1,50.9,50.9,,1,4.3,0.177,-0.0827
CVD-0013041,,Clc1cccc(CC(C(=O)Nn2cnc3ccccc23)c2ccc(cc2)N2CCOCC2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.170,< -0.448
CVD-0013039,,CN(C)c1ccc(cc1)C(Cc1ccsc1)C(=O)Nc1nnc2ccccn12,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.437
CVD-0013037,,CN(C)c1ccc(cc1)C(Cc1ccsc1)C(=O)Nn1cnc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.157
CVD-0013036,,Cc1ccc(cc1)C(Cc1ccccc1)C(=O)Nc1nnn2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.208,< -1.42
CVD-0013035,,Cc1ccc(cc1)C(Cc1cnn(C)c1)C(=O)Nc1n[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.208,< 0.125
CVD-0013033,,COc1ccc(cc1)C(Cc1ccsc1)C(=O)Nc1n[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.208,< -0.556
CVD-0013031,,CCC(=O)Nc1ccc(cc1)N(Cc1ccccc1)C(=O)Nn1nnc2ccccc12,3.59,3.59,,1,5.4,0.246,1.97
CVD-0013002,,O=C(Cc1nnn2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCCCC1,> 99.5,> 99.5,,1,< 4.0,< 0.175,< -1.12
CVD-0012987,,CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,> 99.5,> 71.7,1.59,2,< 4.1,< 0.252,< 4.20
CVD-0012987,,CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,51.7,> 71.7,1.59,2,< 4.1,< 0.252,< 4.20
CVD-0012966,,COC(=O)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,23.7,23.7,,1,4.6,0.294,1.8
CVD-0012965,,Clc1cccc(CC(=O)Nc2cncc3nc[nH]c23)c1,13.3,13.3,,1,4.9,0.341,3.16
CVD-0012963,,Clc1cccc(CC(=O)Nc2cncc3ccncc23)c1,4.27,4.27,,1,5.4,0.358,3.17
CVD-0012962,,Clc1ccc2OCC(C(=O)Nc3cncc4ccccc34)c2c1,0.764,0.764,,1,6.1,0.372,3.07
CVD-0012952,,O=C(Cn1nnc2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCOCC1,19.8,19.8,,1,4.7,0.206,0.889
CVD-0012951,,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)N1CCOCC1,11.6,11.6,,1,4.9,0.223,1.34
CVD-0012950,,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)N1CCCCC1,6.56,6.56,,1,5.2,0.234,0.518
CVD-0012949,CDD-2385624,CN(C)c1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,0.497,0.497,,1,6.3,0.294,1.67
CVD-0012948,,CN(C)c1ccc(cc1)N(Cc1ccccc1)C(=O)Cn1nnc2ccccc12,5.05,5.05,,1,5.3,0.256,1.26
CVD-0012947,,CCOC(=O)c1cc(n[nH]1)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.440
CVD-0012946,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(\C=C(\c2ccccc2)C(F)(F)F)c1,22.8,22.8,,1,4.6,0.217,-1.31
CVD-0012945,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1cnn(C)c1C(F)F,19.3,19.3,,1,4.7,0.244,1.39
CVD-0012944,,Cc1ccc(c(F)c1F)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,31.9,31.9,,1,4.5,0.233,-0.895
CVD-0012943,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1)C1(C)CCO1,8.95,8.95,,1,5,0.244,0.351
CVD-0012942,,CCc1cc(F)ccc1-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,31.6,31.6,,1,4.5,0.233,-1.19
CVD-0012941,,COC(=O)c1ccc(c(OC)c1)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,16.8,12.7,1.48,2,4.9,0.228,0.458
CVD-0012941,,COC(=O)c1ccc(c(OC)c1)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,9.62,12.7,1.48,2,4.9,0.228,0.458
CVD-0012940,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1Cl)S(C)(=O)=O,> 99.5,> 99.5,,1,< 4.0,< 0.193,< -0.0345
CVD-0012939,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1)C1CC1(F)F,8.44,8.44,,1,5.1,0.245,0.021
CVD-0012938,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C#N)c1,36.5,36.5,,1,4.4,0.248,1.15
CVD-0012937,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CCC(F)(F)CC2)c1,14.7,14.7,,1,4.8,0.242,0.847
CVD-0012934,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C(F)(F)F)c1,25.3,25.3,,1,4.6,0.248,1.01
CVD-0012933,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(F)(F)C2O)c1,23,23,,1,4.6,0.24,1.91
CVD-0012932,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC2O)c1,19.7,19.7,,1,4.7,0.264,2.01
CVD-0012931,,Cc1cc(C)[n+](C)c(n1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.509,< 8.36
CVD-0012930,,COc1cc(OC)[n+](C)c(n1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.431,< 7.79
CVD-0012929,,Cc1ccncc1NC(=O)CCc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.295,< 0.613
CVD-0012928,,Clc1cccc(CCC(=O)Nc2cncc3ccccc23)c1,20.8,20.8,,1,4.7,0.298,0.816
CVD-0012927,,Clc1cccc(OCC(=O)Nc2cncc3ccccc23)c1,11.2,11.2,,1,5,0.315,1.85
CVD-0012925,,Cn1cc(NC(=O)Cc2cccc(Cl)c2)c2ccccc2c1=O,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 1.59
CVD-0012924,CDD-1275672,Clc1cc(Br)ccc1NC(=O)Cn1cnc(n1)C#N,15.7,15.7,,1,4.8,0.354,2.26
CVD-0012923,,OCCn1c(CSc2nc3ccccc3o2)nc2ccc(Cl)cc12,0.327,0.327,,1,6.5,0.378,2.94
CVD-0012826,,Cn1nc(nc2-c1nc(=O)n(C)c2=O)-c1ccc(cc1)C(F)(F)F,2.4,2.4,,1,5.6,0.328,3.96
CVD-0012825,,C[n+]1ccn(CCCc2cccc(Cl)c2)c1C#N,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 4.66
CVD-0012824,,C[n+]1ccn(CCc2cccc(Cl)c2)c1C#N,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 5.11
CVD-0012823,,Clc1cccc(CCCn2ccnc2C#N)c1,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 0.628
CVD-0012822,,CC(Cn1ccnc1C#N)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 0.708
CVD-0012821,,CC1(C)OB(OC1(C)C)c1cnc(nc1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 1.27
CVD-0012820,,Clc1ccnc(n1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.623,< 2.55
CVD-0012819,CDD-2159562,Clc1cnc(nc1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.623,< 2.84
CVD-0012818,CDD-1146223,Fc1cnc(nc1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.623,< 3.26
CVD-0012817,CDD-353403,Cc1cc(C)nc(n1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.560,< 3.01
CVD-0012816,,Clc1cccc(CCn2ccnc2C#N)c1,> 99.5,> 99.5,,1,< 4.0,< 0.350,< 1.07
CVD-0012815,CDD-1567758,Brc1cnc(nc1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.623,< 2.64
CVD-0012814,,Clc1cccc(CC(=O)Nc2cncc3c(Cl)cccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< -0.0230
CVD-0012812,,CN(C(=O)Cc1cccc(Cl)c1)c1cncc2ccccc12,34.4,34.4,,1,4.5,0.284,1.18
CVD-0012810,,CC(C)c1ccncc1NC(=O)Cc1cccc(Cl)c1,19.5,19.5,,1,4.7,0.33,1.03
CVD-0012809,,Clc1cccc(CC(=O)Nc2cncc3cccnc23)c1,7.02,7.02,,1,5.2,0.344,2.56
CVD-0012808,,Clc1cccc(CC(=O)Nc2cncc3cnccc23)c1,7.94,7.94,,1,5.1,0.34,2.9
CVD-0012807,,OC(Cc1cccc(Cl)c1)Cn1cncn1,65.3,65.3,,1,4.2,0.366,2.48
CVD-0012806,,Cc1cc2OCC(C(=O)N3CCCCC3c3cn[nH]c3)c2cc1C,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 1.16
CVD-0012805,,COc1cccc(Oc2cc(Cl)cc(NC(=O)Cc3cncc4ccccc34)c2)n1,3.78,3.78,,1,5.4,0.253,0.687
CVD-0012801,,Clc1ccc2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,0.359,0.359,,1,6.4,0.376,3.11
CVD-0012787,,Clc1cccc(CC(=O)NC2C(=O)Nc3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.49
CVD-0012742,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccnc2)c1,1.57,1.34,1.25,2,5.9,0.294,2.17
CVD-0012742,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccnc2)c1,1.14,1.34,1.25,2,5.9,0.294,2.17
CVD-0012741,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccc(=O)[nH]2)c1,1.98,1.98,,1,5.7,0.275,2.3
CVD-0012740,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,85.9,85.9,,1,4.1,0.203,1.46
CVD-0012655,,CC(C)(C)NC(=O)C(N(Cc1ccccc1Cl)C(=O)C=C)c1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.181,< -0.157
CVD-0012654,,CNC(=O)C(N(Cc1ccccc1Cl)C(=O)C=C)c1cccnc1,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 1.89
CVD-0012653,,CC(C)(C)NC(=O)C(N(Cc1ccccc1Cl)C(=O)C=C)c1cccnc1,> 99.5,> 99.5,,1,< 4.0,< 0.208,< 0.833
CVD-0012652,,CNC(=O)C(N(Cc1ccccc1Cl)C(=O)C=C)c1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.897
CVD-0012052,,COc1cc(OC)nc(n1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.467,< 2.55
CVD-0012049,,Clc1cccc(CC(=O)Nc2cncc3ncccc23)c1,67.1,67.1,,1,4.2,0.278,1.58
CVD-0012048,,CC1(CCNC1=O)NC(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 2.94
CVD-0012047,,CC1CCNC(=O)C1NC(=O)Cc1cccc(Cl)c1,43.7,43.7,,1,4.4,0.321,2.85
CVD-0012038,,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,93.9,93.9,,1,4,0.332,2.18
CVD-0012036,,Clc1cccc(CC(=O)Nc2cnc3ccccn23)c1,8.03,8.03,,1,5.1,0.357,2.57
CVD-0011943,,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,0.261,0.261,,1,6.6,0.318,0.744
CVD-0011634,,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,14,11.9,1.26,2,4.9,0.328,2.17
CVD-0011634,,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,10.1,11.9,1.26,2,4.9,0.328,2.17
CVD-0011633,,CC(NC(C)=O)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 1.81
CVD-0011632,,CN(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 1.13
CVD-0011631,,CCC(=O)Nc1ccc(cc1)N(C)C(=O)Cn1nnc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 1.86
CVD-0011630,,Clc1cccc(c1)C1CCN(C1=O)c1cncc2ccccc12,1.27,1.27,,1,5.9,0.359,2.54
CVD-0011629,,Clc1cccc(c1)C1CCCN(C1=O)c1cncc2ccccc12,1.14,1.14,,1,5.9,0.347,2.14
CVD-0011628,,O=C(Cc1cccc(c1)C#C)Nc1cncc2ccccc12,9.38,9.38,,1,5,0.32,2.06
CVD-0011618,,Clc1cc(CC(=O)Nc2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,83.3,83.3,,1,4.1,0.204,2.49
CVD-0011616,,COc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,1.2,1.2,,1,5.9,0.36,2.66
CVD-0011612,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)S(N)(=O)=O,14.6,14.6,,1,4.8,0.308,3.28
CVD-0011611,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,16.6,16.6,,1,4.8,0.279,3.4
CVD-0011608,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ncc[nH]1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 1.15
CVD-0011606,,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,57.3,51.5,1.16,2,4.3,0.273,2.27
CVD-0011606,,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,46.3,51.5,1.16,2,4.3,0.273,2.27
CVD-0011604,,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,41.3,41.3,,1,4.4,0.267,2.49
CVD-0011601,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,37,37,,1,4.4,0.248,2.93
CVD-0011600,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncc[nH]2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 1.54
CVD-0011292,,Clc1cccc(CC(=O)Nc2cncc3CCCCc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 0.118
CVD-0010878,,CCCCc1nc(c[nH]1)-c1nccn1Cc1ccoc1,14.3,14.3,,1,4.8,0.339,1.9
CVD-0010877,,CCCCc1nc(c[nH]1)-c1nccn1CCc1ccccn1,21.7,21.7,,1,4.7,0.297,1.75
CVD-0010874,CDD-2315236,CCCCc1nc(c[nH]1)-c1nccn1CC(F)(F)F,23.1,23.1,,1,4.6,0.342,1.6
CVD-0010838,CDD-2336010,O=c1oc(Nc2ccccc2)nc2ccccc12,1.57,1.57,,1,5.8,0.451,2.39
CVD-0010834,,COc1cccc(c1)C1=N\C(=C\c2sccc2C)C(=O)O1,1.17,1.17,,1,5.9,0.395,1.82
CVD-0010621,,Clc1cccc(CC(=O)Nc2ncn3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.32
CVD-0010620,,Clc1cccc(CC(=O)Nc2cnnc3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.17
CVD-0010619,,Clc1cccc(CC(=O)Nc2nncc3ccccc23)c1,21.7,21.7,,1,4.7,0.311,1.63
CVD-0010618,,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,0.898,0.898,,1,6,0.368,2.78
CVD-0010548,,Clc1cccc(CC(=O)Nc2cnccc2-c2ccccc2)c1,40.9,40.9,,1,4.4,0.267,0.309
CVD-0010545,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,0.15,0.203,1.53,2,6.7,0.347,4.14
CVD-0010545,,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,0.274,0.203,1.53,2,6.7,0.347,4.14
CVD-0010542,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,1.73,2.53,1.71,2,5.6,0.212,0.293
CVD-0010542,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,3.71,2.53,1.71,2,5.6,0.212,0.293
CVD-0010136,,CNc1ccc(cc1)N(C(=O)Cn1nnc2ccccc12)c1cccc(Cl)c1,5.34,5.34,,1,5.3,0.264,1.34
CVD-0009925,,Cc1ccncc1C(N(Cc1cccc(Cl)c1)C(=O)C=C)C(=O)NCCc1cccc(F)c1,> 99.5,> 99.5,,1,< 4.0,< 0.170,< -0.782
CVD-0009923,,COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 1.41
CVD-0009922,,Cc1ccncc1OCCNC(=O)C(C)(C)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 0.332
CVD-0009917,,COc1cccc(c1)C(NC(=O)Cc1cccc(Cl)c1)c1nc2ccccc2[nH]1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< -0.492
CVD-0009916,,Cn1c(nc2ccccc12)C(NC(=O)Cc1cc2ccccc2[nH]1)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.181,< -0.892
CVD-0009912,,COc1cccc(CCN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,4.07,4.07,,1,5.4,0.243,0.544
CVD-0009911,,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,57.7,57.7,,1,4.2,0.191,0.633
CVD-0009909,,Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,15.8,15.8,,1,4.8,0.217,0.48
CVD-0009907,,Clc1cccc(CC(=O)NC2CC(=O)NC2=O)c1,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 3.56
CVD-0009905,,Clc1cccc(CC(=O)NC2CCCNC2=O)c1,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 2.86
CVD-0009890,CDD-2385621,Clc1ccc2OCCC(C(=O)NC3CNC(=O)C3)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 3.44
CVD-0009889,,Clc1cccc(CC(=O)NC2CNC(=O)C2)c1,(IC50 could not be calculated),,,,,,
CVD-0009864,,Clc1cc(CC(=O)Nn2cnc3ccccc3c2=O)cc(OC2CC(=O)N2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 2.30
CVD-0009862,,Clc1cc(CC(=O)Nn2cnc3ccccc23)cc(OC2CC(=O)N2)c1,82.1,82.1,,1,4.1,0.22,2.52
CVD-0009858,,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,36.8,36.8,,1,4.4,0.31,1.65
CVD-0009757,,COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,6.39,6.39,,1,5.2,0.28,2.6
CVD-0009672,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,11.3,11.3,,1,4.9,0.301,4.09
CVD-0009671,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,21.8,21.8,,1,4.7,0.284,3.34
CVD-0009670,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,16,16,,1,4.8,0.292,2.17
CVD-0009668,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)C1COC1,19.1,19.1,,1,4.7,0.3,2.12
CVD-0008152,,Clc1ccc2OCCC(C(=O)Nc3cc(=O)[nH]c4ccccc34)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 1.63
CVD-0008073,,CS(=O)(=O)Nc1cccc(c1)C1=NN(C(C1)c1ccccc1)C(=O)CCl,5.83,5.83,,1,5.2,0.282,3.42
CVD-0008071,,CN(CC(=O)Nc1ccccc1Br)C(=O)CCl,5.9,5.9,,1,5.2,0.431,3.59
CVD-0008066,,Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1n[nH]c(=O)c2ccccc12,6.05,6.05,,1,5.2,0.292,3.91
CVD-0008065,,CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1,3.23,3.23,,1,5.5,0.307,2.83
CVD-0008061,CDD-217747,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,2.82,2.82,,1,5.6,0.353,2.4
CVD-0008041,,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,1.75,1.14,1.83,2,5.9,0.378,3.44
CVD-0008041,,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,0.745,1.14,1.83,2,5.9,0.378,3.44
CVD-0008038,,Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,0.719,0.719,,1,6.1,0.374,2.4
CVD-0008035,,CN(C)S(=O)(=O)c1cccc(c1)C(=O)Nc1c(nc2sccn12)-c1ccccc1,0.975,0.975,,1,6,0.29,2.95
CVD-0008032,CDD-2385620,Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,7.78,7.78,,1,5.1,0.341,2.25
CVD-0007829,,OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,13.7,13.7,,1,4.9,0.31,3.29
CVD-0007783,,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc12,68.9,68.9,,1,4.2,0.253,3.76
